prod_id, category, title, actor, price
1652,15, ACE PAJAMA, MICHELLE BRIDGES,22.99
1653,15, ACE PANIC, TOM MCKELLEN,19.99
1654,12, ACE PANKY, DEBBIE MCKELLEN,27.99
1655,2, ACE PANTHER, DANIEL GARLAND,28.99
1656,11, ACE PAPI, RUBY LANCASTER,13.99
1657,5, ACE PARADISE, CARY MCGREGOR,29.99
1658,1, ACE PARIS, DENZEL CLOSE,28.99
1659,1, ACE PARK, PENELOPE HAWKE,13.99
1660,13, ACE PARTY, MIRA HANNAH,29.99
1661,12, ACE PAST, MILLA ASTAIRE,21.99
1662,10, ACE PATHS, ANNETTE JOVOVICH,24.99
1663,6, ACE PATIENT, JOAN IRONS,20.99
1664,11, ACE PATRIOT, KIM HOFFMAN,18.99
1665,14, ACE PATTON, ELVIS HESTON,20.99
1666,12, ACE PAYCHECK, LUCILLE CAINE,17.99
1667,14, ACE PEACH, HARRISON FIELD,27.99
1668,4, ACE PEAK, GREGORY GARBO,23.99
1669,14, ACE PEARL, DENZEL LEIGH,16.99
1670,4, ACE PELICAN, GEOFFREY STREEP,19.99
1671,2, ACE PERDITION, SANDRA BERGEN,24.99
1672,10, ACE PERFECT, SIGOURNEY DUKAKIS,29.99
1673,14, ACE PERSONAL, FAY GOODING,12.99
1674,16, ACE PET, NICOLAS TEMPLE,12.99
1675,1, ACE PHANTOM, LUCILLE JOHANSSON,16.99
1676,2, ACE PHILADELPHIA, BELA BRANDO,29.99
1677,9, ACE PIANIST, ROBIN HORNE,18.99
1678,6, ACE PICKUP, HILARY DOUGLAS,22.99
1679,14, ACE PILOT, GINA HAWN,21.99
1680,6, ACE PINOCCHIO, BELA MIRANDA,29.99
1681,16, ACE PIRATES, DAN BRANDO,10.99
1682,10, ACE PITTSBURGH, JUDY MCCONAUGHEY,18.99
1683,8, ACE PITY, DREW HAWN,26.99
1684,5, ACE PIZZA, CAMERON TRACY,21.99
1685,4, ACE PLATOON, GRETA SMITH,14.99
1686,6, ACE PLUTO, JOE RUSH,20.99
1687,10, ACE POCUS, CLINT HEPBURN,11.99
1688,1, ACE POLISH, MARLENE FAWCETT,15.99
1689,16, ACE POLLOCK, LUCILLE HEPBURN,10.99
1690,13, ACE POND, SYLVESTER DEE,12.99
1691,9, ACE POSEIDON, JUDE STREEP,9.99
1692,10, ACE POTLUCK, PEARL WITHERSPOON,24.99
1693,16, ACE POTTER, VAL CARREY,22.99
1694,6, ACE PREJUDICE, JULIANNE HAYEK,29.99
1695,2, ACE PRESIDENT, RENEE FIELD,9.99
1696,12, ACE PRIDE, CHARLTON WOOD,13.99
1697,10, ACE PRIMARY, JULIETTE LAW,16.99
1698,16, ACE PRINCESS, ORLANDO DUKAKIS,28.99
1699,1, ACE PRIVATE, LIZA DREYFUSS,20.99
1700,2, ACE PRIX, JEFF FREEMAN,28.99
1701,4, ACE PSYCHO, SOPHIA BLANCHETT,16.99
1702,15, ACE PULP, JESSICA TOMEI,18.99
1703,2, ACE PUNK, ANNETTE DEE,26.99
1704,1, ACE PURE, EMILY CRUZ,22.99
1705,13, ACE PURPLE, SHIRLEY TAUTOU,13.99
1706,3, ACE QUEEN, GINA ALLEN,10.99
1707,16, ACE QUEST, KATE FAWCETT,17.99
1708,4, ACE QUILLS, ALAN SINATRA,14.99
1709,4, ACE RACER, HENRY NICHOLSON,19.99
1710,1, ACE RAGE, ADRIEN BRIDGES,28.99
1711,3, ACE RAGING, RICHARD JOVOVICH,19.99
1712,3, ACE RAIDERS, JUDE KEITEL,23.99
1713,8, ACE RAINBOW, AUDREY BULLOCK,18.99
1714,11, ACE RANDOM, HUME MCDORMAND,9.99
1715,3, ACE RANGE, RUBY CRAWFORD,13.99
1716,16, ACE REAP, MINNIE DICAPRIO,25.99
1717,16, ACE REAR, REESE THURMAN,19.99
1718,12, ACE REBEL, SALMA ALLEN,26.99
1719,9, ACE RECORDS, SANDRA CAMPBELL,28.99
1720,11, ACE REDEMPTION, CHRISTOPHER GIBSON,20.99
1721,12, ACE REDS, KATE LANCASTER,18.99
1722,12, ACE REEF, CLARK FORD,19.99
1723,5, ACE REIGN, NICOLE LEWIS,11.99
1724,6, ACE REMEMBER, HARRISON WASHINGTON,13.99
1725,4, ACE REQUIEM, TOM LANCASTER,17.99
1726,11, ACE RESERVOIR, ANJELICA SILVERSTONE,13.99
1727,9, ACE RESURRECTION, NICK WINFREY,23.99
1728,7, ACE REUNION, CATE PITT,12.99
1729,7, ACE RIDER, JIM DAY-LEWIS,25.99
1730,6, ACE RIDGEMONT, SOPHIA NEWMAN,14.99
1731,13, ACE RIGHT, RAY PITT,26.99
1732,4, ACE RINGS, ALAN HOPPER,29.99
1733,9, ACE RIVER, ELIZABETH LAW,23.99
1734,4, ACE ROAD, GOLDIE BRODY,23.99
1735,1, ACE ROBBERS, JEREMY DEAN,28.99
1736,15, ACE ROBBERY, EMILY DIETRICH,23.99
1737,12, ACE ROCK, MEL FISHER,24.99
1738,5, ACE ROCKETEER, HELEN SMITH,19.99
1739,11, ACE ROCKY, DREW OLIVIER,29.99
1740,12, ACE ROLLERCOASTER, GRETA GOLDBERG,13.99
1741,12, ACE ROMAN, CARMEN CROWE,29.99
1742,4, ACE ROOF, KENNETH MARX,27.99
1743,12, ACE ROOM, MARY MCDORMAND,11.99
1744,4, ACE ROOTS, RUSSELL RICKMAN,18.99
1745,10, ACE ROSES, LEELEE HURT,28.99
1746,13, ACE ROUGE, AUDREY HARRIS,27.99
1747,2, ACE ROXANNE, KIM MATTHAU,22.99
1748,8, ACE RUGRATS, KATHARINE DEAN,12.99
1749,6, ACE RULES, JENNIFER KINNEAR,12.99
1750,7, ACE RUN, MARY LANSBURY,29.99
1751,14, ACE RUNAWAY, NICOLE DENCH,28.99
1752,15, ACE RUNNER, ORLANDO DEGENERES,18.99
1753,6, ACE RUSH, JUDE GOODING,28.99
1754,10, ACE RUSHMORE, HARRISON SWANK,9.99
1755,4, ACE SABRINA, SUSAN HANNAH,27.99
1756,4, ACE SADDLE, MADELINE DENCH,29.99
1757,3, ACE SAGEBRUSH, ZERO BENING,27.99
1758,3, ACE SAINTS, ETHAN TAYLOR,23.99
1759,8, ACE SALUTE, MATT GIBSON,27.99
1760,4, ACE SAMURAI, BOB MIRANDA,12.99
1761,9, ACE SANTA, MINNIE RUSH,12.99
1762,15, ACE SASSY, WALTER TRACY,28.99
1763,14, ACE SATISFACTION, GRACE WILLIS,10.99
1764,15, ACE SATURDAY, JOHNNY CAGE,21.99
1765,5, ACE SATURN, KIM DENCH,16.99
1766,14, ACE SAVANNAH, SHIRLEY WATSON,20.99
1767,7, ACE SCALAWAG, KEVIN BASINGER,17.99
1768,14, ACE SCARFACE, GARY SARANDON,13.99
1769,5, ACE SCHOOL, AUDREY SANDLER,25.99
1770,12, ACE SCISSORHANDS, GEOFFREY MCQUEEN,14.99
1771,7, ACE SCORPION, MARISA SMITH,14.99
1772,15, ACE SEA, RIP RYDER,18.99
1773,13, ACE SEABISCUIT, LEONARDO BALL,11.99
1774,1, ACE SEARCHERS, FRED KINNEAR,11.99
1775,4, ACE SEATTLE, GENE BENING,19.99
1776,4, ACE SECRET, CARRIE PECK,27.99
1777,11, ACE SECRETARY, FAY THERON,18.99
1778,5, ACE SECRETS, JUDY CARREY,27.99
1779,6, ACE SENSE, FRANCES FINNEY,22.99
1780,6, ACE SENSIBILITY, MICHAEL MOORE,22.99
1781,16, ACE SEVEN, NICOLAS HAWKE,10.99
1782,10, ACE SHAKESPEARE, LEELEE WASHINGTON,27.99
1783,6, ACE SHANE, BEN MINELLI,27.99
1784,10, ACE SHANGHAI, MATTHEW TANDY,27.99
1785,9, ACE SHAWSHANK, PENELOPE TAUTOU,13.99
1786,5, ACE SHEPHERD, HARVEY IRONS,9.99
1787,12, ACE SHINING, LEONARDO CHASE,15.99
1788,5, ACE SHIP, MADELINE GIBSON,16.99
1789,11, ACE SHOCK, ZERO SORVINO,16.99
1790,8, ACE SHOOTIST, HENRY DIAZ,14.99
1791,4, ACE SHOW, HILARY REYNOLDS,21.99
1792,5, ACE SHREK, CARRIE JACKMAN,27.99
1793,15, ACE SHRUNK, KARL BERGEN,19.99
1794,11, ACE SIDE, LEELEE BLANCHETT,22.99
1795,3, ACE SIEGE, LAURENCE WASHINGTON,20.99
1796,8, ACE SIERRA, ROSIE HEPBURN,26.99
1797,14, ACE SILENCE, BURT FINNEY,29.99
1798,2, ACE SILVERADO, WILLIAM BLANCHETT,22.99
1799,7, ACE SIMON, JODIE DEGENERES,29.99
1800,6, ACE SINNERS, RUSSELL BALE,28.99
1801,16, ACE SISTER, JOHN BARRYMORE,26.99
1802,8, ACE SKY, RUSSELL PESCI,20.99
1803,8, ACE SLACKER, CHARLIZE RUSSELL,18.99
1804,14, ACE SLEEPING, WILLIAM SORVINO,15.99
1805,4, ACE SLEEPLESS, SOPHIA CHASE,11.99
1806,3, ACE SLEEPY, KARL BEATTY,22.99
1807,3, ACE SLEUTH, CHEVY FOSTER,9.99
1808,2, ACE SLING, LIZA GIBSON,13.99
1809,16, ACE SLIPPER, SIDNEY NEWMAN,29.99
1810,14, ACE SLUMS, SEAN DENCH,24.99
1811,4, ACE SMILE, ADAM JOHANSSON,24.99
1812,3, ACE SMOKING, DUSTIN EASTWOOD,15.99
1813,3, ACE SMOOCHY, JUDI HARRIS,25.99
1814,14, ACE SNATCH, ADRIEN MATTHAU,24.99
1815,8, ACE SNATCHERS, EDWARD GRANT,15.99
1816,5, ACE SNOWMAN, BEN FIELD,14.99
1817,3, ACE SOLDIERS, JULIANNE DEAN,17.99
1818,9, ACE SOMETHING, ELIZABETH PFEIFFER,10.99
1819,7, ACE SONG, JUDE GARBO,17.99
1820,7, ACE SONS, JENNIFER KILMER,22.99
1821,4, ACE SORORITY, SANDRA CAINE,15.99
1822,9, ACE SOUP, CHARLTON LOREN,10.99
1823,15, ACE SOUTH, JAYNE KELLY,12.99
1824,1, ACE SPARTACUS, GENE WILLIAMS,20.99
1825,10, ACE SPEAKEASY, TIM PITT,10.99
1826,11, ACE SPEED, TOM MATTHAU,19.99
1827,7, ACE SPICE, TIM HOPKINS,21.99
1828,5, ACE SPIKING, JEFF HARRIS,24.99
1829,11, ACE SPINAL, WINONA MATTHAU,29.99
1830,7, ACE SPIRIT, BEN ROBBINS,15.99
1831,3, ACE SPIRITED, AUDREY HUDSON,10.99
1832,7, ACE SPLASH, JENNIFER GOLDBERG,16.99
1833,5, ACE SPLENDOR, HALLE DEGENERES,24.99
1834,12, ACE SPOILERS, KATHARINE MONROE,24.99
1835,2, ACE SPY, JOAN BALE,12.99
1836,10, ACE SQUAD, PEARL JACKMAN,23.99
1837,11, ACE STAGE, CANDICE WINSLET,11.99
1838,2, ACE STAGECOACH, GARY MANSFIELD,18.99
1839,7, ACE STALLION, THORA BENING,28.99
1840,11, ACE STAMPEDE, LISA SWANK,11.99
1841,7, ACE STAR, JIM MCCONAUGHEY,13.99
1842,16, ACE STATE, ADAM WOOD,10.99
1843,3, ACE STEEL, THORA DAVIS,18.99
1844,12, ACE STEERS, FRED BENING,22.99
1845,4, ACE STEPMOM, VIVIEN MCGREGOR,26.99
1846,13, ACE STING, LAURA CHASE,14.99
1847,5, ACE STOCK, SCARLETT EASTWOOD,15.99
1848,11, ACE STONE, DEBBIE JACKMAN,20.99
1849,13, ACE STORM, TOM MIRANDA,11.99
1850,4, ACE STORY, KIRK JOVOVICH,12.99
1851,2, ACE STRAIGHT, JEREMY CAINE,23.99
1852,10, ACE STRANGELOVE, CANDICE OLIVIER,18.99
1853,8, ACE STRANGER, WILL MCDORMAND,22.99
1854,9, ACE STRANGERS, KIM WINFREY,18.99
1855,7, ACE STREAK, GRETA DERN,28.99
1856,4, ACE STREETCAR, RIVER JOVOVICH,23.99
1857,9, ACE STRICTLY, THORA REYNOLDS,22.99
1858,2, ACE SUBMARINE, KATHARINE MIRANDA,10.99
1859,16, ACE SUGAR, MERYL SILVERSTONE,20.99
1860,7, ACE SUICIDES, ALAN MOSTEL,24.99
1861,8, ACE SUIT, THORA TANDY,14.99
1862,8, ACE SUMMER, SIDNEY BLANCHETT,17.99
1863,6, ACE SUN, NICK STALLONE,27.99
1864,10, ACE SUNDANCE, ROCK WALKEN,15.99
1865,1, ACE SUNRISE, PAUL TAYLOR,10.99
1866,8, ACE SUNSET, ELIZABETH BERGEN,17.99
1867,9, ACE SUPER, SPENCER SOBIESKI,18.99
1868,9, ACE SUPERFLY, JODIE MALDEN,14.99
1869,5, ACE SUSPECTS, GOLDIE BLOOM,11.99
1870,4, ACE SWARM, MEL HOPKINS,9.99
1871,7, ACE SWEDEN, HARVEY ASTAIRE,22.99
1872,8, ACE SWEET, KATE ZELLWEGER,17.99
1873,1, ACE SWEETHEARTS, HELEN WILLIS,19.99
1874,15, ACE TADPOLE, WALTER KIDMAN,13.99
1875,1, ACE TALENTED, REESE VOIGHT,24.99
1876,1, ACE TARZAN, GREGORY FOSTER,17.99
1877,2, ACE TAXI, REESE HURT,22.99
1878,8, ACE TEEN, DANIEL THERON,26.99
1879,12, ACE TELEGRAPH, WALTER DOUGLAS,22.99
1880,16, ACE TELEMARK, KATHARINE LANCASTER,25.99
1881,2, ACE TEMPLE, RIVER FAWCETT,18.99
1882,5, ACE TENENBAUMS, GARY SORVINO,10.99
1883,5, ACE TEQUILA, ANNE WATSON,19.99
1884,15, ACE TERMINATOR, MINNIE HORNE,27.99
1885,9, ACE TEXAS, PEARL BRIDGES,10.99
1886,9, ACE THEORY, GROUCHO BALE,16.99
1887,3, ACE THIEF, SPENCER ROBERTS,19.99
1888,11, ACE THIN, GOLDIE CARREY,24.99
1889,3, ACE TIES, KIRSTEN LAW,27.99
1890,2, ACE TIGHTS, RENEE WEST,27.99
1891,15, ACE TIMBERLAND, NICOLE KIDMAN,14.99
1892,6, ACE TITANIC, ANDY BERGMAN,14.99
1893,11, ACE TITANS, ALEC DEAN,29.99
1894,2, ACE TOMATOES, DREW BOLGER,22.99
1895,6, ACE TOMORROW, LUCILLE BENING,12.99
1896,14, ACE TOOTSIE, CHRISTIAN SWANK,21.99
1897,14, ACE TORQUE, CARY JOHANSSON,28.99
1898,13, ACE TOURIST, THORA HAWN,26.99
1899,8, ACE TOWERS, WILLEM JOLIE,24.99
1900,7, ACE TOWN, AL KEATON,9.99
1901,11, ACE TRACY, REESE KILMER,26.99
1902,14, ACE TRADING, JAMES ASTAIRE,9.99
1903,12, ACE TRAFFIC, LIAM PENN,22.99
1904,9, ACE TRAIN, JULIANNE ASTAIRE,19.99
1905,7, ACE TRAINSPOTTING, DENNIS BULLOCK,18.99
1906,7, ACE TRAMP, INGRID RYDER,12.99
1907,3, ACE TRANSLATION, LEELEE IRONS,20.99
1908,13, ACE TRAP, ED CRUZ,16.99
1909,7, ACE TREASURE, REESE FONDA,27.99
1910,10, ACE TREATMENT, MARLON DERN,25.99
1911,12, ACE TRIP, LEONARDO BOGART,11.99
1912,11, ACE TROJAN, MICHELLE HAWN,14.99
1913,13, ACE TROOPERS, HILARY PINKETT,9.99
1914,13, ACE TROUBLE, KEVIN HUSTON,21.99
1915,3, ACE TRUMAN, MADELINE WITHERSPOON,25.99
1916,10, ACE TURN, JANE HURT,13.99
1917,7, ACE TUXEDO, CHARLES DICAPRIO,11.99
1918,6, ACE TWISTED, SALMA FISHER,23.99
1919,15, ACE TYCOON, JAYNE COOPER,19.99
1920,14, ACE UNBREAKABLE, RICHARD TYLER,19.99
1921,14, ACE UNCUT, BELA FIENNES,14.99
1922,16, ACE UNDEFEATED, TIM WEST,11.99
1923,5, ACE UNFAITHFUL, REESE HANNAH,11.99
1924,2, ACE UNFORGIVEN, GLENN BARRYMORE,20.99
1925,6, ACE UNITED, ALAN GOODING,12.99
1926,13, ACE UNTOUCHABLES, ANJELICA OLIVIER,26.99
1927,9, ACE UPRISING, KARL WILLIAMS,18.99
1928,15, ACE UPTOWN, AL GABLE,23.99
1929,14, ACE USUAL, CHRISTOPHER LAW,13.99
1930,5, ACE VACATION, BEN HOFFMAN,15.99
1931,1, ACE VALENTINE, MARISA GARLAND,11.99
1932,11, ACE VALLEY, KIRSTEN PENN,13.99
1933,14, ACE VAMPIRE, AL BERGMAN,26.99
1934,16, ACE VANILLA, ANJELICA MOORE,11.99
1935,14, ACE VANISHED, LAUREN CHASE,28.99
1936,15, ACE VANISHING, KEVIN KILMER,20.99
1937,3, ACE VARSITY, JODIE FONDA,23.99
1938,6, ACE VELVET, MINNIE GOLDBERG,16.99
1939,14, ACE VERTIGO, CHARLTON CRONYN,28.99
1940,1, ACE VICTORY, CHRISTIAN COOPER,22.99
1941,14, ACE VIDEOTAPE, DAN WINFREY,16.99
1942,3, ACE VIETNAM, CHRISTIAN MCQUEEN,21.99
1943,4, ACE VILLAIN, BOB PACINO,29.99
1944,8, ACE VIRGIN, JOHNNY WEAVER,21.99
1945,10, ACE VIRGINIAN, WINONA WALKEN,25.99
1946,8, ACE VIRTUAL, ANNE HACKMAN,22.99
1947,8, ACE VISION, DAN TURNER,22.99
1948,6, ACE VOICE, DUSTIN RICKMAN,18.99
1949,13, ACE VOLCANO, EMILY CRAWFORD,14.99
1950,2, ACE VOLUME, ANNETTE HARRIS,10.99
1951,3, ACE VOYAGE, ALEC MCKELLEN,13.99
1952,13, ACE WAGON, MILLA PHOENIX,28.99
1953,8, ACE WAIT, WOODY PECK,24.99
1954,1, ACE WAKE, SIGOURNEY TURNER,15.99
1955,8, ACE WALLS, BETTE DAVIS,19.99
1956,3, ACE WANDA, SUSAN HANNAH,12.99
1957,16, ACE WAR, STEVE FREEMAN,23.99
1958,15, ACE WARDROBE, WINONA ROBBINS,27.99
1959,10, ACE WARLOCK, ANJELICA KIDMAN,19.99
1960,3, ACE WARS, IAN DREYFUSS,14.99
1961,9, ACE WASH, BELA WAHLBERG,18.99
1962,11, ACE WASTELAND, ALAN BENING,20.99
1963,14, ACE WATCH, BEN MINELLI,26.99
1964,16, ACE WATERFRONT, CAMERON CAMPBELL,9.99
1965,4, ACE WATERSHIP, DREW SORVINO,22.99
1966,5, ACE WEDDING, UMA MOORE,17.99
1967,1, ACE WEEKEND, BRAD ROBERTS,10.99
1968,7, ACE WEREWOLF, JODIE CRAWFORD,18.99
1969,1, ACE WEST, CHARLIZE WINSLET,12.99
1970,2, ACE WESTWARD, LUCILLE DAY,15.99
1971,6, ACE WHALE, HENRY CHAPLIN,15.99
1972,6, ACE WHISPERER, FRANK LUGOSI,17.99
1973,5, ACE WIFE, RITA BAILEY,24.99
1974,12, ACE WILD, REESE KIDMAN,27.99
1975,11, ACE WILLOW, ADRIEN RUSH,15.99
1976,1, ACE WIND, AL HOPPER,17.99
1977,16, ACE WINDOW, CARY BERGEN,14.99
1978,15, ACE WISDOM, ROBERT PINKETT,23.99
1979,9, ACE WITCHES, RUSSELL DAFOE,15.99
1980,2, ACE WIZARD, GEOFFREY RICKMAN,11.99
1981,16, ACE WOLVES, SHIRLEY BRANDO,29.99
1982,9, ACE WOMEN, MERYL HUSTON,22.99
1983,8, ACE WON, STEVE MARTIN,14.99
1984,10, ACE WONDERFUL, LAURA SINATRA,18.99
1985,16, ACE WONDERLAND, JAMES DEGENERES,15.99
1986,12, ACE WONKA, LIV FINNEY,22.99
1987,4, ACE WORDS, MAE SORVINO,28.99
1988,2, ACE WORKER, WALTER WEST,9.99
1989,7, ACE WORKING, AUDREY SORVINO,29.99
1990,11, ACE WORLD, JANE DOUGLAS,10.99
1991,10, ACE WORST, CAMERON FINNEY,13.99
1992,6, ACE WRATH, ELIZABETH CROWE,29.99
1993,6, ACE WRONG, MICHAEL DEPP,15.99
1994,10, ACE WYOMING, ORLANDO ODONNELL,22.99
1995,14, ACE YENTL, GLENN FISHER,15.99
1996,2, ACE YOUNG, DREW ZELLWEGER,12.99
1997,10, ACE YOUTH, GROUCHO LEIGH,27.99
1998,10, ACE ZHIVAGO, NICOLAS WAHLBERG,15.99
1999,4, ACE ZOOLANDER, MINNIE SILVERSTONE,29.99
2000,1, ACE ZORRO, MORGAN FAWCETT,16.99
2001,5, ADAPTATION ACADEMY, CARY NEESON,19.99
2002,11, ADAPTATION ACE, SPENCER HUDSON,9.99
2003,9, ADAPTATION ADAPTATION, HUGH WATSON,14.99
2004,5, ADAPTATION AFFAIR, JEFF HURT,9.99
2005,7, ADAPTATION AFRICAN, DEBBIE KELLY,11.99
2006,5, ADAPTATION AGENT, JIM CRONYN,17.99
2007,12, ADAPTATION AIRPLANE, REESE GOLDBERG,22.99
2008,2, ADAPTATION AIRPORT, ANNE WEST,19.99
2009,3, ADAPTATION ALABAMA, PENELOPE KEITEL,21.99
2010,8, ADAPTATION ALADDIN, RALPH WATSON,23.99
2011,8, ADAPTATION ALAMO, SANDRA FIELD,29.99
2012,5, ADAPTATION ALASKA, UMA HAWN,10.99
2013,4, ADAPTATION ALI, GEOFFREY CHAPLIN,14.99
2014,10, ADAPTATION ALICE, AUDREY RYAN,16.99
2015,10, ADAPTATION ALIEN, KATHARINE SUVARI,17.99
2016,2, ADAPTATION ALLEY, SPENCER BALE,29.99
2017,9, ADAPTATION ALONE, ALEC DRIVER,18.99
2018,14, ADAPTATION ALTER, DREW LUGOSI,12.99
2019,12, ADAPTATION AMADEUS, MEG HEPBURN,25.99
2020,7, ADAPTATION AMELIE, SOPHIA HANNAH,28.99
2021,9, ADAPTATION AMERICAN, JOE TOMEI,17.99
2022,1, ADAPTATION AMISTAD, PARKER GOLDBERG,10.99
2023,3, ADAPTATION ANACONDA, NATALIE NEWMAN,16.99
2024,4, ADAPTATION ANALYZE, ALBERT KEITEL,28.99
2025,16, ADAPTATION ANGELS, DENNIS NEWMAN,27.99
2026,6, ADAPTATION ANNIE, STEVE BRANAGH,25.99
2027,5, ADAPTATION ANONYMOUS, CHARLES LEIGH,9.99
2028,3, ADAPTATION ANTHEM, MARLENE PRESLEY,28.99
2029,9, ADAPTATION ANTITRUST, ZERO GARLAND,19.99
2030,6, ADAPTATION ANYTHING, WARREN DICAPRIO,20.99
2031,9, ADAPTATION APACHE, MARLON HOPPER,18.99
2032,4, ADAPTATION APOCALYPSE, OPRAH KIDMAN,16.99
2033,6, ADAPTATION APOLLO, CATE PRESLEY,9.99
2034,8, ADAPTATION ARABIA, LUCILLE COOPER,19.99
2035,13, ADAPTATION ARACHNOPHOBIA, CUBA ASTAIRE,24.99
2036,5, ADAPTATION ARGONAUTS, PENELOPE BULLOCK,28.99
2037,3, ADAPTATION ARIZONA, KIRSTEN STALLONE,27.99
2038,5, ADAPTATION ARK, SISSY LOREN,17.99
2039,11, ADAPTATION ARMAGEDDON, NEVE BIRCH,15.99
2040,4, ADAPTATION ARMY, JENNIFER FREEMAN,17.99
2041,12, ADAPTATION ARSENIC, CHARLIZE GIBSON,19.99
2042,9, ADAPTATION ARTIST, LEELEE HOPKINS,11.99
2043,5, ADAPTATION ATLANTIS, HILARY MCCONAUGHEY,12.99
2044,12, ADAPTATION ATTACKS, AUDREY NORTON,18.99
2045,15, ADAPTATION ATTRACTION, WOODY CROWE,15.99
2046,6, ADAPTATION AUTUMN, JENNIFER FAWCETT,19.99
2047,5, ADAPTATION BABY, DIANE GARCIA,26.99
2048,11, ADAPTATION BACKLASH, CLINT PHOENIX,10.99
2049,1, ADAPTATION BADMAN, SIGOURNEY MANSFIELD,11.99
2050,13, ADAPTATION BAKED, ANNE WALKEN,24.99
2051,14, ADAPTATION BALLOON, VAL MARTIN,15.99
2052,1, ADAPTATION BALLROOM, CARRIE GARBO,14.99
2053,14, ADAPTATION BANG, GOLDIE SWANK,9.99
2054,4, ADAPTATION BANGER, RIP WEST,11.99
2055,16, ADAPTATION BARBARELLA, RALPH SORVINO,10.99
2056,12, ADAPTATION BAREFOOT, MARISA HAYEK,22.99
2057,7, ADAPTATION BASIC, BURT ROBERTS,20.99
2058,3, ADAPTATION BEACH, CHRISTIAN TYLER,18.99
2059,11, ADAPTATION BEAR, ALICIA CRAWFORD,19.99
2060,6, ADAPTATION BEAST, TIM DUNST,11.99
2061,3, ADAPTATION BEAUTY, VAL BALE,26.99
2062,10, ADAPTATION BED, JANE BIRCH,23.99
2063,1, ADAPTATION BEDAZZLED, IAN PINKETT,12.99
2064,4, ADAPTATION BEETHOVEN, KARL TEMPLE,14.99
2065,7, ADAPTATION BEHAVIOR, CARY PESCI,15.99
2066,14, ADAPTATION BENEATH, JULIA BARRYMORE,25.99
2067,8, ADAPTATION BERETS, EWAN HUDSON,27.99
2068,7, ADAPTATION BETRAYED, LUCILLE CLOSE,25.99
2069,3, ADAPTATION BEVERLY, MILLA LOLLOBRIGIDA,23.99
2070,9, ADAPTATION BIKINI, REESE DEE,22.99
2071,3, ADAPTATION BILKO, MINNIE GOLDBERG,22.99
2072,14, ADAPTATION BILL, ANTHONY MALDEN,11.99
2073,1, ADAPTATION BINGO, HILARY SUVARI,22.99
2074,8, ADAPTATION BIRCH, FRED RYDER,12.99
2075,5, ADAPTATION BIRD, HENRY ZELLWEGER,10.99
2076,12, ADAPTATION BIRDCAGE, GARY ROBERTS,18.99
2077,1, ADAPTATION BIRDS, ANNE DICAPRIO,11.99
2078,6, ADAPTATION BLACKOUT, HELEN HANNAH,24.99
2079,8, ADAPTATION BLADE, RIVER KAHN,24.99
2080,15, ADAPTATION BLANKET, FRED WAYNE,15.99
2081,4, ADAPTATION BLINDNESS, NATALIE PECK,20.99
2082,16, ADAPTATION BLOOD, JACK CRAWFORD,10.99
2083,10, ADAPTATION BLUES, DENZEL MARTIN,29.99
2084,16, ADAPTATION BOILED, PAUL ROBBINS,26.99
2085,2, ADAPTATION BONNIE, HUME HECHE,17.99
2086,6, ADAPTATION BOOGIE, CAMERON WAYNE,10.99
2087,4, ADAPTATION BOONDOCK, JAMES HUDSON,23.99
2088,8, ADAPTATION BORN, GARY BOGART,23.99
2089,16, ADAPTATION BORROWERS, HUMPHREY BALL,24.99
2090,4, ADAPTATION BOULEVARD, GROUCHO WILSON,21.99
2091,1, ADAPTATION BOUND, AL POSEY,11.99
2092,6, ADAPTATION BOWFINGER, VIVIEN BLOOM,25.99
2093,9, ADAPTATION BRANNIGAN, KIRK DEPP,26.99
2094,8, ADAPTATION BRAVEHEART, MARLON WALKEN,26.99
2095,13, ADAPTATION BREAKFAST, JODIE TEMPLE,11.99
2096,4, ADAPTATION BREAKING, LISA IRONS,13.99
2097,12, ADAPTATION BRIDE, KEVIN WINSLET,22.99
2098,3, ADAPTATION BRIGHT, LANA DREYFUSS,23.99
2099,5, ADAPTATION BRINGING, JIM KINNEAR,29.99
2100,8, ADAPTATION BROOKLYN, AL CRAWFORD,29.99
2101,14, ADAPTATION BROTHERHOOD, WINONA KEITEL,18.99
2102,15, ADAPTATION BUBBLE, KIRSTEN HOPKINS,18.99
2103,13, ADAPTATION BUCKET, MADELINE DEGENERES,16.99
2104,15, ADAPTATION BUGSY, ETHAN DEGENERES,16.99
2105,8, ADAPTATION BULL, ROSIE NOLTE,19.99
2106,16, ADAPTATION BULWORTH, MATTHEW HOPPER,29.99
2107,10, ADAPTATION BUNCH, SCARLETT RUSSELL,12.99
2108,8, ADAPTATION BUTCH, DIANE AFFLECK,11.99
2109,14, ADAPTATION BUTTERFLY, HENRY DEAN,11.99
2110,13, ADAPTATION CABIN, EMILY BEATTY,22.99
2111,13, ADAPTATION CADDYSHACK, HALLE KUDROW,18.99
2112,15, ADAPTATION CALENDAR, ANGELINA BRANDO,24.99
2113,12, ADAPTATION CALIFORNIA, FAY POSEY,28.99
2114,2, ADAPTATION CAMELOT, SALMA PHOENIX,19.99
2115,2, ADAPTATION CAMPUS, JOHNNY MINELLI,16.99
2116,5, ADAPTATION CANDIDATE, LEELEE BEATTY,22.99
